Permit Number,Permit Series,Permit Type,Permit Status,Issue Date,Valid To,House Number,On Street,From Street,To Street,Permittee Name,Permit Purpose,Location (WKT) 
S022015363A50,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,12/29/2015,03/30/2016,59,SANDS STREET,BAY STREET,DEAD END,CHATEAU GC LLC, ,"LINESTRING (963325.12459999323 168515.29099999368, 962998.24199999869 168472.65000000596)"
S022015363A49,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/29/2015,03/30/2016,59,SANDS STREET,BAY STREET,DEAD END,CHATEAU GC LLC, ,"LINESTRING (963325.12459999323 168515.29099999368, 962998.24199999869 168472.65000000596)"
S022015363A48,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,12/29/2015,03/30/2016,59,SANDS STREET,BAY STREET,DEAD END,CHATEAU GC LLC, ,"LINESTRING (963325.12459999323 168515.29099999368, 962998.24199999869 168472.65000000596)"
S022015363A47,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/30/2016,59,SANDS STREET,BAY STREET,DEAD END,CHATEAU GC LLC, ,"LINESTRING (963325.12459999323 168515.29099999368, 962998.24199999869 168472.65000000596)"
S022015363A46,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/30/2016,533 ,BAY STREET,PROSPECT STREET,SANDS STREET,CHATEAU GC LLC, ,"LINESTRING (962986.70999999344 168556.07160000503, 962998.24199999869 168472.65000000596, 963024.4197999984 168281.22640000284)"
S022015363A45,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/29/2015,03/30/2016,533 ,BAY STREET,PROSPECT STREET,SANDS STREET,CHATEAU GC LLC, ,"LINESTRING (962986.70999999344 168556.07160000503, 962998.24199999869 168472.65000000596, 963024.4197999984 168281.22640000284)"
S022015363A44,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,12/29/2015,03/30/2016,533 ,BAY STREET,PROSPECT STREET,SANDS STREET,CHATEAU GC LLC, ,"LINESTRING (962986.70999999344 168556.07160000503, 962998.24199999869 168472.65000000596, 963024.4197999984 168281.22640000284)"
S022015363A43,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A42,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A41,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A40,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A39,BUILDING OPERATION PERMIT,TEMPORARY PEDESTRIAN WALK,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A38,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A37,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A36,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A35,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A34,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/30/2016,1220,MANOR ROAD,BEND,BRIELLE AVENUE,"TRITON STRUCTURAL CONCRETE, INC.", NB,"LINESTRING (950096.0569999963 157453.88959999382, 949177.6697999984 155513.66699999571)"
S022015363A33,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,HYLAN BOULEVARD,SUNSET LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918015.61300000548 123543.81180000305, 918058.64180000126 123357.39380000532)"
S022015363A32,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SANDY LANE,WILDWOOD LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918139.35019999743 123034.20219999552, 918181.44979999959 122874.97020000219)"
S022015363A31,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SANDY LANE,WILDWOOD LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918139.35019999743 123034.20219999552, 918181.44979999959 122874.97020000219)"
S022015363A30,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SEA CREST LANE,WILDWOOD LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918101.33840000629 123185.88819999993, 918139.35019999743 123034.20219999552)"
S022015363A29,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SEA CREST LANE,WILDWOOD LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918101.33840000629 123185.88819999993, 918139.35019999743 123034.20219999552)"
S022015363A28,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SEA BREEZE LANE,WINDING WOODS LOOP,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918372.19099999964 122104.64380000532, 918442.54180000722 121829.80179999769)"
S022015363A27,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SEA BREEZE LANE,WINDING WOODS LOOP,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918372.19099999964 122104.64380000532, 918442.54180000722 121829.80179999769)"
S022015363A26,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,FOREST LANE,SANDY LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918181.44979999959 122874.97020000219, 918213.09180000424 122734.81440000236)"
S022015363A25,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,FOREST LANE,SANDY LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918181.44979999959 122874.97020000219, 918213.09180000424 122734.81440000236)"
S022015363A24,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,FOREST LANE,WINDING WOODS LOOP,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918213.09180000424 122734.81440000236, 918260.12100000679 122562.7432000041)"
S022015363A23,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,FOREST LANE,WINDING WOODS LOOP,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918213.09180000424 122734.81440000236, 918260.12100000679 122562.7432000041)"
S022015363A22,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,HYLAN BOULEVARD,SUNSET LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918015.61300000548 123543.81180000305, 918058.64180000126 123357.39380000532)"
S022015363A21,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SEA BREEZE LANE,SURF AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918442.54180000722 121829.80179999769, 918480.51100000739 121680.75360000134)"
S022015363A20,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SEA BREEZE LANE,SURF AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918442.54180000722 121829.80179999769, 918480.51100000739 121680.75360000134)"
S022015363A19,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,AMBOY ROAD,SANFORD STREET,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917444.7880000025 125779.77079999447, 917547.94059999287 125302.59659999609)"
S022015363A18,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,AMBOY ROAD,SANFORD STREET,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917444.7880000025 125779.77079999447, 917547.94059999287 125302.59659999609)"
S022015363A17,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,JOYCE LANE,KEPPEL AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917554.58759999275 125278.49560000002, 917606.24760000408 125091.2091999948, 917615.26659999788 125058.51559999585)"
S022015363A16,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,JOYCE LANE,KEPPEL AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917554.58759999275 125278.49560000002, 917606.24760000408 125091.2091999948, 917615.26659999788 125058.51559999585)"
S022015363A15,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SEA CREST LANE,SUNSET LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918058.64180000126 123357.39380000532, 918101.33840000629 123185.88819999993)"
S022015363A14,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,SEA CREST LANE,SUNSET LANE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918058.64180000126 123357.39380000532, 918101.33840000629 123185.88819999993)"
S022015363A13,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,BILLOP AVENUE,LORETTO STREET,ROCKAWAY STREET,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918031.1386000067 121605.99639999866, 917777.746600002 121539.84499999881)"
S022015363A12,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,BILLOP AVENUE,LORETTO STREET,ROCKAWAY STREET,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918031.1386000067 121605.99639999866, 917777.746600002 121539.84499999881)"
S022015363A11,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,LORETTO STREET,BILLOP AVENUE,CLERMONT AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917792.88760000467 122515.58460000157, 918031.1386000067 121605.99639999866)"
S022015363A10,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,LORETTO STREET,BILLOP AVENUE,CLERMONT AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917792.88760000467 122515.58460000157, 918031.1386000067 121605.99639999866)"
S022015363A09,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,LORETTO STREET,BILLOP AVENUE,SURF AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918031.1386000067 121605.99639999866, 918084.65880000591 121410.53759999573)"
S022015363A08,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,LORETTO STREET,BILLOP AVENUE,SURF AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918031.1386000067 121605.99639999866, 918084.65880000591 121410.53759999573)"
S022015363A07,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SURF AVENUE,LORETTO STREET,SPRAGUE AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918480.51100000739 121680.75360000134, 918084.65880000591 121410.53759999573)"
S022015363A06,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SURF AVENUE,LORETTO STREET,SPRAGUE AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918480.51100000739 121680.75360000134, 918084.65880000591 121410.53759999573)"
S022015363A05,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,WINDING WOODS LOOP,WINDING WOODS LOOP,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918260.12100000679 122562.7432000041, 918266.0204000026 122537.79539999366, 918312.67560000718 122346.57459999621, 918329.73360000551 122276.8111999929, 918343.51260000467 122220.85379999876, 918372.19099999964 122104.64380000532)"
S022015363A04,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,SPRAGUE AVENUE,WINDING WOODS LOOP,WINDING WOODS LOOP,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (918260.12100000679 122562.7432000041, 918266.0204000026 122537.79539999366, 918312.67560000718 122346.57459999621, 918329.73360000551 122276.8111999929, 918343.51260000467 122220.85379999876, 918372.19099999964 122104.64380000532)"
S022015363A03,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,AMBOY ROAD,BARNARD AVENUE,SPRAGUE AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917597.92080000043 125883.53039999306, 917444.7880000025 125779.77079999447)"
S022015363A02,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,AMBOY ROAD,BARNARD AVENUE,SPRAGUE AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917597.92080000043 125883.53039999306, 917444.7880000025 125779.77079999447)"
S022015363A01,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/29/2015,03/05/2016,1220,AMBOY ROAD,FISHER AVENUE,SPRAGUE AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917444.7880000025 125779.77079999447, 917351.76659999788 125719.13120000064)"
S022015363A00,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/29/2015,03/05/2016,1220,AMBOY ROAD,FISHER AVENUE,SPRAGUE AVENUE,HUICATAO CORP., Sanitary Sewer Installation,"LINESTRING (917444.7880000025 125779.77079999447, 917351.76659999788 125719.13120000064)"
S022015362A02,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,12/28/2015,03/22/2016,25,SHERIDAN AVENUE,MOSEL AVENUE,GILES PLACE,"FORMICA CONSTRUCTION, INC.", PLACE 30 YARD CONTAINER ON STREET FOR NB #520074035,"LINESTRING (960743.64360000193 159558.73440000415, 960859.62440000474 159333.34759999812)"
S022015362A01,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/28/2015,03/22/2016,25,SHERIDAN AVENUE,MOSEL AVENUE,GILES PLACE,"FORMICA CONSTRUCTION, INC.", PLACE 30 YARD CONTAINER ON STREET FOR NB #520074035,"LINESTRING (960743.64360000193 159558.73440000415, 960859.62440000474 159333.34759999812)"
S022015362A00,BUILDING OPERATION PERMIT,SHUNTS - STREETS ONLY,ACTIVE,12/28/2015,03/25/2016,25,ILYSSA WAY,ASPEN KNOLLS WAY,JAMIE LANE,CONSOLIDATED EDISON, se15028022,"LINESTRING (933348.43999999762 143519.06219999492, 933301.82919999957 143496.01100000739, 933252.31499999762 143478.42239999771, 933200.881400004 143466.78859999776, 933148.61439999938 143461.34900000691, 933096.622999996 143462.0937999934)"
S022015357A03,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,12/23/2015,03/21/2016,28,JEROME ROAD,QUINTARD STREET,REID AVENUE,TCS CONTRACTING INC., PLACE 30 YARD CONTAINER ON STREET AS PER JOB #520249115,"LINESTRING (960669.20139999688 156319.13140000403, 960464.77599999309 155671.36360000074)"
S022015356A00,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/22/2015,03/16/2016,28,TENNYSON DRIVE,GROTON STREET,ROBINSON AVENUE,JRCRUZ CORP., ,"LINESTRING (943211.933799997 134434.71719999611, 942978.96840000153 134335.92139999568)"
S022015355A04,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/21/2015,03/20/2016,28,INNIS STREET,MORNINGSTAR ROAD,BAYONNE BRIDGE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943921.51459999382 170469.114199996, 943771.95900000632 170502.84600000083)"
S022015355A03,BUILDING OPERATION PERMIT,SHUNTS - STREETS ONLY,ACTIVE,12/21/2015,03/19/2016,216,CLAWSON STREET,LOCUST AVENUE,OTIS AVENUE,CONSOLIDATED EDISON, ,"LINESTRING (953956.18359999359 148532.95620000362, 953812.79819999635 148328.33720000088)"
S022015355A02,BUILDING OPERATION PERMIT,SHUNTS - STREETS ONLY,ACTIVE,12/21/2015,03/17/2016,36,OVIS PLACE,BEND,THOLLEN STREET,CONSOLIDATED EDISON, SE15027895,"LINESTRING (947536.2621999979 141434.83079999685, 947803.00059999526 141136.32760000229)"
S022015355A01,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,12/21/2015,03/18/2016,773,OAKLAND AVENUE,STARR AVENUE,WHITEWOOD AVENUE,CONSOLIDATED EDISON, SE15027910,"LINESTRING (954011.61339999735 166634.05779999495, 954104.59540000558 165968.49160000682, 954113.79780000448 165893.56159999967)"
S022015355A00,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,12/21/2015,03/18/2016,805,PELTON AVENUE,BARD AVENUE,DEAD END,CONSOLIDATED EDISON, SE15027910,"LINESTRING (954351.1206 165977.45819999278, 954383.38420000672 165735.29000000656)"
S022015348A00,BUILDING OPERATION PERMIT,PLACE CONTAINER ON THE STREET,ACTIVE,12/14/2015,03/12/2016,65,MARINE WAY,FINLEY AVENUE,HETT AVENUE,CEE JAY REAL ESTATE DEV.CORP, Place 20 Yard Container in Street for NB# 520197233 Debris,"LINESTRING (955416.37420000136 144759.70600000024, 955621.02599999309 144612.71160000563)"
S022015345A20,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/11/2015,03/09/2016,65,NICHOLAS AVENUE,CASTLETON AVENUE,CHARLES AVENUE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (945319.65260000527 171121.23700000346, 945206.60819999874 170710.43420000374)"
S022015345A19,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/08/2016,65,NORTH RAMP VIADUCT,RICHMOND TERRACE,NYCTA SUBWAY,EMPIRE OUTLET BUILDERS LLC, New Building,"LINESTRING (962922.002000004 174083.45540000498, 962937.002000004 174083.38660000265, 963024.764200002 174078.01919999719)"
S022015345A18,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/08/2016,65,NORTH RAMP VIADUCT,RICHMOND TERRACE,NYCTA SUBWAY,EMPIRE OUTLET BUILDERS LLC, New Building,"LINESTRING (962922.002000004 174083.45540000498, 962937.002000004 174083.38660000265, 963024.764200002 174078.01919999719)"
S022015345A17,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/11/2015,03/08/2016,65,NORTH RAMP VIADUCT,RICHMOND TERRACE,NYCTA SUBWAY,EMPIRE OUTLET BUILDERS LLC, New Building,"LINESTRING (962922.002000004 174083.45540000498, 962937.002000004 174083.38660000265, 963024.764200002 174078.01919999719)"
S022015345A16,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/11/2015,03/08/2016,65,NORTH RAMP VIADUCT,RICHMOND TERRACE,NYCTA SUBWAY,EMPIRE OUTLET BUILDERS LLC, New Building,"LINESTRING (962922.002000004 174083.45540000498, 962937.002000004 174083.38660000265, 963024.764200002 174078.01919999719)"
S022015345A15,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,12/11/2015,03/08/2016,65,NORTH RAMP VIADUCT,RICHMOND TERRACE,NYCTA SUBWAY,EMPIRE OUTLET BUILDERS LLC, New Building,"LINESTRING (962922.002000004 174083.45540000498, 962937.002000004 174083.38660000265, 963024.764200002 174078.01919999719)"
S022015345A14,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/11/2015,03/08/2016,65,NORTH RAMP VIADUCT,RICHMOND TERRACE,NYCTA SUBWAY,EMPIRE OUTLET BUILDERS LLC, New Building,"LINESTRING (962922.002000004 174083.45540000498, 962937.002000004 174083.38660000265, 963024.764200002 174078.01919999719)"
S022015345A13,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/08/2016,65,RICHMOND TERRACE,NORTH RAMP VIADUCT,SCHUYLER STREET,EMPIRE OUTLET BUILDERS LLC, new building,"LINESTRING (963117.03779999912 173737.97720000148, 962922.002000004 174083.45540000498)"
S022015345A12,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/11/2015,03/08/2016,65,RICHMOND TERRACE,NORTH RAMP VIADUCT,SCHUYLER STREET,EMPIRE OUTLET BUILDERS LLC, NEW BUILDING,"LINESTRING (963117.03779999912 173737.97720000148, 962922.002000004 174083.45540000498)"
S022015345A11,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/11/2015,03/08/2016,65,RICHMOND TERRACE,NORTH RAMP VIADUCT,SCHUYLER STREET,EMPIRE OUTLET BUILDERS LLC, NEW BUILDING,"LINESTRING (963117.03779999912 173737.97720000148, 962922.002000004 174083.45540000498)"
S022015345A10,BUILDING OPERATION PERMIT,TEMPORARY PEDESTRIAN WALK,ACTIVE,12/11/2015,03/08/2016,65,RICHMOND TERRACE,NORTH RAMP VIADUCT,SCHUYLER STREET,EMPIRE OUTLET BUILDERS LLC, NEW BUILDING,"LINESTRING (963117.03779999912 173737.97720000148, 962922.002000004 174083.45540000498)"
S022015345A09,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/11/2015,03/08/2016,65,RICHMOND TERRACE,NORTH RAMP VIADUCT,SCHUYLER STREET,EMPIRE OUTLET BUILDERS LLC, NEW BUILDING,"LINESTRING (963117.03779999912 173737.97720000148, 962922.002000004 174083.45540000498)"
S022015345A08,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/08/2016,65,BANK STREET,DEAD END,JERSEY STREET,EMPIRE OUTLET BUILDERS LLC, NEW BUILDING,"LINESTRING (959630.72920000553 175144.41459999979, 959496.6317999959 175020.22519999743, 959273.688199997 174902.98860000074)"
S022015345A07,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/11/2015,03/08/2016,65,BANK STREET,DEAD END,JERSEY STREET,EMPIRE OUTLET BUILDERS LLC, NEW BUILDING,"LINESTRING (959630.72920000553 175144.41459999979, 959496.6317999959 175020.22519999743, 959273.688199997 174902.98860000074)"
S022015345A06,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,12/11/2015,03/08/2016,65,BANK STREET,DEAD END,JERSEY STREET,EMPIRE OUTLET BUILDERS LLC, NEW BUILDING,"LINESTRING (959630.72920000553 175144.41459999979, 959496.6317999959 175020.22519999743, 959273.688199997 174902.98860000074)"
S022015345A05,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/11/2015,03/08/2016,65,BANK STREET,DEAD END,JERSEY STREET,EMPIRE OUTLET BUILDERS LLC, NEW BUILDING,"LINESTRING (959630.72920000553 175144.41459999979, 959496.6317999959 175020.22519999743, 959273.688199997 174902.98860000074)"
S022015345A04,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/20/2016,65,BURTON AVENUE,FINLAY AVENUE,VAIL AVENUE,JRCRUZ CORP., ,"LINESTRING (926726.63259999454 128699.36779999733, 927018.859799996 128031.3180000037)"
S022015345A03,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/20/2016,65,BURTON AVENUE,FINLAY AVENUE,VAIL AVENUE,JRCRUZ CORP., ,"LINESTRING (926726.63259999454 128699.36779999733, 927018.859799996 128031.3180000037)"
